,answer_count,articles_count,avatar_url,avatar_url_template,badge,follower_count,gender,headline,id,is_advertiser,is_followed,is_following,is_org,name,type,url,url_token,user_type
16,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,,00ab48c95e385e485e87797f07127288,False,False,False,False,曾yxyy,people,http://www.zhihu.com/api/v4/people/00ab48c95e385e485e87797f07127288,ceng-yxyy,people
17,3,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],1,1,,244c40aa3fb784513a5c0a53cab4ac36,False,False,False,False,不懒会死星人,people,http://www.zhihu.com/api/v4/people/244c40aa3fb784513a5c0a53cab4ac36,ben-la-deng-48-17,people
18,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,,5d95d11779206a7cd7ef4c16e9263993,False,False,False,False,瓶子里的蚂蚁,people,http://www.zhihu.com/api/v4/people/5d95d11779206a7cd7ef4c16e9263993,ping-zi-li-de-ma-yi,people
19,0,0,https://pic4.zhimg.com/v2-41ca8765a3d68ff3c9f59571934eaeb1_is.jpg,https://pic4.zhimg.com/v2-41ca8765a3d68ff3c9f59571934eaeb1_{size}.jpg,[],1,-1,,abc3115d0848225fcbb04522f8bd912e,False,False,False,False,满矜,people,http://www.zhihu.com/api/v4/people/abc3115d0848225fcbb04522f8bd912e,man-jin-19,people
20,0,0,https://pic3.zhimg.com/v2-9f6d403e7e0f1f8d62260862797c4161_is.jpg,https://pic3.zhimg.com/v2-9f6d403e7e0f1f8d62260862797c4161_{size}.jpg,[],1,-1,,77b8d93c909257974f4948062a95901f,False,False,False,False,mia,people,http://www.zhihu.com/api/v4/people/77b8d93c909257974f4948062a95901f,mia-52-55-29,people
21,0,0,https://pic4.zhimg.com/v2-1e585cdc9c0f0de4c6320c62cc578acf_is.jpg,https://pic4.zhimg.com/v2-1e585cdc9c0f0de4c6320c62cc578acf_{size}.jpg,[],1,0,只要好好地活着就一定会有好事发生,af57058ceb52ec922b5c35c0e0188823,False,False,False,False,飞走了,people,http://www.zhihu.com/api/v4/people/af57058ceb52ec922b5c35c0e0188823,fei-zou-le-5,people
22,61,0,https://pic2.zhimg.com/cd3533271fe3b9ff48fad700d0461caa_is.jpg,https://pic2.zhimg.com/cd3533271fe3b9ff48fad700d0461caa_{size}.jpg,[],1,1,微信订阅号:榕树下的日记本,9040b364dd78ed2dd2ca16149c3207ef,False,False,False,False,行云,people,http://www.zhihu.com/api/v4/people/9040b364dd78ed2dd2ca16149c3207ef,yun1,people
23,3,1,https://pic1.zhimg.com/v2-ce570e4104c7d1e92093b1ee157c3aa7_is.jpg,https://pic1.zhimg.com/v2-ce570e4104c7d1e92093b1ee157c3aa7_{size}.jpg,[],5,1,飓风过岗，伏草惟存。天之将明，其黑尤烈,4086ec2f2fb445930524efe7ff1f0c06,False,False,False,False,孤石万仞,people,http://www.zhihu.com/api/v4/people/4086ec2f2fb445930524efe7ff1f0c06,godz-83,people
24,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,,02781f28de87dbfdb60b7d15f6a978ca,False,False,False,False,irrigator,people,http://www.zhihu.com/api/v4/people/02781f28de87dbfdb60b7d15f6a978ca,irrigator-41,people
25,26,0,https://pic2.zhimg.com/v2-01968ecb4077101acb5b427b8600c481_is.jpg,https://pic2.zhimg.com/v2-01968ecb4077101acb5b427b8600c481_{size}.jpg,[],8,0,萌萌哒的天然呆,b5de628ee657b8bcd040c8e18ce33789,False,False,False,False,洛斯白,people,http://www.zhihu.com/api/v4/people/b5de628ee657b8bcd040c8e18ce33789,luo-si-bai,people
26,1,0,https://pic4.zhimg.com/v2-14f0b4daefde79bcc377b0b38322bc02_is.jpg,https://pic4.zhimg.com/v2-14f0b4daefde79bcc377b0b38322bc02_{size}.jpg,[],1,-1,学渣一枚 如有得罪 敬请原谅,16ed5de6e60af74ebe0526d0d2c57062,False,False,False,False,辣个蓝人,people,http://www.zhihu.com/api/v4/people/16ed5de6e60af74ebe0526d0d2c57062,zjwu-xian,people
27,0,0,https://pic1.zhimg.com/v2-0a8025a4ead3897edadef0410ddf5bae_is.jpg,https://pic1.zhimg.com/v2-0a8025a4ead3897edadef0410ddf5bae_{size}.jpg,[],0,0,,b52dc1f459a90c7c6d07f79f5802a7b2,False,False,False,False,一碗小白菜,people,http://www.zhihu.com/api/v4/people/b52dc1f459a90c7c6d07f79f5802a7b2,liu-sha-er-20,people
28,5,0,https://pic2.zhimg.com/v2-2617c6eb4fadc027c8284f3484467b32_is.jpg,https://pic2.zhimg.com/v2-2617c6eb4fadc027c8284f3484467b32_{size}.jpg,[],1,-1,在读学生 不出花鸟不换头像,a4baa0a296375b18d34c7c1e4e4de180,False,False,False,False,抠脚大汉奈奈子丶,people,http://www.zhihu.com/api/v4/people/a4baa0a296375b18d34c7c1e4e4de180,kou-jiao-da-han-nai-nai-zi-zhu,people
29,14,0,https://pic4.zhimg.com/v2-70fe0ad4427ab2a6e77de056e8a1f287_is.jpg,https://pic4.zhimg.com/v2-70fe0ad4427ab2a6e77de056e8a1f287_{size}.jpg,[],4,1,医学实验技术在读,e30856276c82dbfd65b268de332afa32,False,False,False,False,Angeei,people,http://www.zhihu.com/api/v4/people/e30856276c82dbfd65b268de332afa32,wang-xie-fei-82,people
30,34,0,https://pic2.zhimg.com/00d3232d23a84007e5102bbaa6658fe5_is.jpg,https://pic2.zhimg.com/00d3232d23a84007e5102bbaa6658fe5_{size}.jpg,[],1,1,工艺品加工设计,e8e45e105cf4496540415d3b1470fc22,False,False,False,False,不知道啊,people,http://www.zhihu.com/api/v4/people/e8e45e105cf4496540415d3b1470fc22,bu-zhi-dao-a-79,people
31,4,0,https://pic1.zhimg.com/v2-97516428ecdc86a37c717c7a44c3f404_is.jpg,https://pic1.zhimg.com/v2-97516428ecdc86a37c717c7a44c3f404_{size}.jpg,[],3,0,疗养院在院病人,02a1840fce3f4583e4b1848f9c3a79df,False,False,False,False,Nanaki,people,http://www.zhihu.com/api/v4/people/02a1840fce3f4583e4b1848f9c3a79df,nanakide-yun,people
32,0,0,https://pic2.zhimg.com/9dc5fd3d857baf2c90e66dc05832254e_is.jpg,https://pic2.zhimg.com/9dc5fd3d857baf2c90e66dc05832254e_{size}.jpg,[],1,1,,a03f6827eb86281b493a081994f63d34,False,False,False,False,you leix,people,http://www.zhihu.com/api/v4/people/a03f6827eb86281b493a081994f63d34,you-leix,people
33,0,0,https://pic2.zhimg.com/v2-705242a8d9dcf278fc8861e71541dd88_is.jpg,https://pic2.zhimg.com/v2-705242a8d9dcf278fc8861e71541dd88_{size}.jpg,[],0,-1,,53f0ae079bf859718f5a5dc8cb4e50d5,False,False,False,False,第三人称,people,http://www.zhihu.com/api/v4/people/53f0ae079bf859718f5a5dc8cb4e50d5,di-san-ren-cheng-49-87,people
34,0,0,https://pic4.zhimg.com/v2-058d82c4ab791fb8f40d971723c8c679_is.jpg,https://pic4.zhimg.com/v2-058d82c4ab791fb8f40d971723c8c679_{size}.jpg,[],0,0,瞎说！,ff2b027fc9335e9162106a9d64e350d9,False,False,False,False,朱与君,people,http://www.zhihu.com/api/v4/people/ff2b027fc9335e9162106a9d64e350d9,zhu-yu-jun-18-46,people
35,0,0,https://pic3.zhimg.com/v2-4f05ec8ad5b45d554faedd0a0388e3dc_is.jpg,https://pic3.zhimg.com/v2-4f05ec8ad5b45d554faedd0a0388e3dc_{size}.jpg,[],0,-1,人生若只如初见，何事秋风悲画扇,4fca09b741f0c0d4dcd28bed47035898,False,False,False,False,无情似林荒,people,http://www.zhihu.com/api/v4/people/4fca09b741f0c0d4dcd28bed47035898,wu-qing-si-lin-huang,people
36,61,0,https://pic3.zhimg.com/3b870ab20d9f4c8c4ece8fd4371c70c8_is.jpg,https://pic3.zhimg.com/3b870ab20d9f4c8c4ece8fd4371c70c8_{size}.jpg,[],19,1,啊咧咧咧咧咧咧咧咧咧............,b9db386bafd5e9716ff20b810a52448e,False,False,False,False,孙凯元,people,http://www.zhihu.com/api/v4/people/b9db386bafd5e9716ff20b810a52448e,sun-kai-yuan-29,people
37,4,0,https://pic4.zhimg.com/v2-b9b0192f30564bbc99eef2aeac7bdf20_is.jpg,https://pic4.zhimg.com/v2-b9b0192f30564bbc99eef2aeac7bdf20_{size}.jpg,[],0,-1,,39570a09445effecfbcf7ebb81766e3e,False,False,False,False,没有关系,people,http://www.zhihu.com/api/v4/people/39570a09445effecfbcf7ebb81766e3e,mei-you-guan-xi-40,people
38,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,,9ce0cff394c10838d471395c86aaf635,False,False,False,False,gbjfkug,people,http://www.zhihu.com/api/v4/people/9ce0cff394c10838d471395c86aaf635,gbjfkug,people
39,18,0,https://pic4.zhimg.com/1691656dc9e630eb3f214df225459396_is.jpg,https://pic4.zhimg.com/1691656dc9e630eb3f214df225459396_{size}.jpg,[],0,-1,,233c327520d150e0c2b92ce501ef7305,False,False,False,False,陈肇鑫,people,http://www.zhihu.com/api/v4/people/233c327520d150e0c2b92ce501ef7305,chen-zhao-xin-78,people
40,2,0,https://pic1.zhimg.com/v2-b8dd4af2db060a9314af0a6ffb4a02a6_is.jpg,https://pic1.zhimg.com/v2-b8dd4af2db060a9314af0a6ffb4a02a6_{size}.jpg,[],0,0,,b833751d57765d0eb9efe23b5861fa4b,False,False,False,False,兔子,people,http://www.zhihu.com/api/v4/people/b833751d57765d0eb9efe23b5861fa4b,xie-hai-ting-95,people
41,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,废人，只关注胡歌的人,a996b00f40c11f7f763e0807a4c09a43,False,False,False,False,关注胡歌,people,http://www.zhihu.com/api/v4/people/a996b00f40c11f7f763e0807a4c09a43,guan-zhu-hu-ge,people
42,12,0,https://pic1.zhimg.com/6aa80543bdc873df9c0786372a80d3ce_is.jpg,https://pic1.zhimg.com/6aa80543bdc873df9c0786372a80d3ce_{size}.jpg,[],48,-1,学生,d04c77c3f610654532d0cf310905bd45,False,False,False,False,ElemeNt,people,http://www.zhihu.com/api/v4/people/d04c77c3f610654532d0cf310905bd45,alcore,people
43,36,0,https://pic1.zhimg.com/v2-5663460de8ab32156556204cd20ba339_is.jpg,https://pic1.zhimg.com/v2-5663460de8ab32156556204cd20ba339_{size}.jpg,[],6,-1,,b001175f55c9c6f6c26e336cacdc5e90,False,False,False,False,农夫三拳,people,http://www.zhihu.com/api/v4/people/b001175f55c9c6f6c26e336cacdc5e90,pang-hui-xiong-258,people
44,79,0,https://pic3.zhimg.com/v2-7904b471d0d851f4f6c4d55bda9d2a58_is.jpg,https://pic3.zhimg.com/v2-7904b471d0d851f4f6c4d55bda9d2a58_{size}.jpg,[],32,0,别来无恙,4b5b0da2d140c7152bd483ace9521657,False,False,False,False,可以可以都可以,people,http://www.zhihu.com/api/v4/people/4b5b0da2d140c7152bd483ace9521657,ai-xue-xi-xiao-min-min,people
45,2,1,https://pic1.zhimg.com/v2-83dc550af9f33402d71b3925bd9101ca_is.jpg,https://pic1.zhimg.com/v2-83dc550af9f33402d71b3925bd9101ca_{size}.jpg,[],6,1,,7c58b5d6f5a556f4ae7fcb9f42986f69,False,False,False,False,酒里藏风,people,http://www.zhihu.com/api/v4/people/7c58b5d6f5a556f4ae7fcb9f42986f69,liang-qi-peng-liang-qi-peng,people
46,1,0,https://pic4.zhimg.com/v2-02a6dac6ec728e4effe8fe879a037234_is.jpg,https://pic4.zhimg.com/v2-02a6dac6ec728e4effe8fe879a037234_{size}.jpg,[],0,-1,寻找挑战，让自己活过来。,2cbfd019881d37491c29db8a5cd5e70e,False,False,False,False,话少,people,http://www.zhihu.com/api/v4/people/2cbfd019881d37491c29db8a5cd5e70e,hua-shao-22-99-10,people
47,0,0,https://pic3.zhimg.com/v2-51979d0bc4e3a1e882d4f2e61d0e7556_is.jpg,https://pic3.zhimg.com/v2-51979d0bc4e3a1e882d4f2e61d0e7556_{size}.jpg,[],0,-1,不思量，自难忘。,13732ad3c1c743a6f713bdb12c8c21d0,False,False,False,False,缪喵淼妙,people,http://www.zhihu.com/api/v4/people/13732ad3c1c743a6f713bdb12c8c21d0,mou-miao-miao-miao-67,people
48,10,0,https://pic4.zhimg.com/v2-9c2d7a1d020c49fb67f74f487d240bb7_is.jpg,https://pic4.zhimg.com/v2-9c2d7a1d020c49fb67f74f487d240bb7_{size}.jpg,[],0,-1,没有简介,dc491314332161ed94b691538ec44891,False,False,False,False,沉默,people,http://www.zhihu.com/api/v4/people/dc491314332161ed94b691538ec44891,chen-jia-huan-78,people
49,3,0,https://pic1.zhimg.com/v2-b22eef3f54cbe5355c070c495a1db450_is.jpg,https://pic1.zhimg.com/v2-b22eef3f54cbe5355c070c495a1db450_{size}.jpg,[],0,-1,前端,57afa3cf46c95295de7b407463b56c7c,False,False,False,False,Yo提莫酱,people,http://www.zhihu.com/api/v4/people/57afa3cf46c95295de7b407463b56c7c,timojiang,people
50,1,0,https://pic1.zhimg.com/a6ad5ed2f5ccb3d84d579c6cab41b340_is.jpg,https://pic1.zhimg.com/a6ad5ed2f5ccb3d84d579c6cab41b340_{size}.jpg,[],1,-1,,7d7ae97a556e56414d38b11916fb9a81,False,False,False,False,梨涡,people,http://www.zhihu.com/api/v4/people/7d7ae97a556e56414d38b11916fb9a81,li-wo-42-76,people
51,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,,1aac564d38270e985b2dca0f004f4679,False,False,False,False,一只冷酷的鸽子,people,http://www.zhihu.com/api/v4/people/1aac564d38270e985b2dca0f004f4679,yi-zhi-leng-ku-de-ge-zi,people
52,1,0,https://pic2.zhimg.com/8c4951d537278490ae80085db15ef3d8_is.jpg,https://pic2.zhimg.com/8c4951d537278490ae80085db15ef3d8_{size}.jpg,[],1,1,软件工程师,ef24c3817dd4f7bafc0a01861c9e6dce,False,False,False,False,思念随风而去,people,http://www.zhihu.com/api/v4/people/ef24c3817dd4f7bafc0a01861c9e6dce,godgodstudy,people
53,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,在校计算机学生,4dfd9b91967e21f98f54bf0c98e03cc2,False,False,False,False,暖温,people,http://www.zhihu.com/api/v4/people/4dfd9b91967e21f98f54bf0c98e03cc2,nuan-wen-96,people
54,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],1,-1,,6f1c8dc1f3d6c3d4d00aa9dd0a83f5e4,False,False,False,False,INGRID,people,http://www.zhihu.com/api/v4/people/6f1c8dc1f3d6c3d4d00aa9dd0a83f5e4,ingrid-1-96,people
55,13,0,https://pic4.zhimg.com/v2-57f57cf785f9159077471272bf4438a0_is.jpg,https://pic4.zhimg.com/v2-57f57cf785f9159077471272bf4438a0_{size}.jpg,[],3,-1,,09d553db3a6e2fc2ac0f42cfb058cf7b,False,False,False,False,甄恩诺,people,http://www.zhihu.com/api/v4/people/09d553db3a6e2fc2ac0f42cfb058cf7b,zhen-en-nuo,people
56,14,0,https://pic2.zhimg.com/df7a2be6a9745faa0a93ec7909d40143_is.jpg,https://pic2.zhimg.com/df7a2be6a9745faa0a93ec7909d40143_{size}.jpg,[],1,-1,,4fe9f9a6654a6e38a05d42b8def0d5f1,False,False,False,False,黑脸兔,people,http://www.zhihu.com/api/v4/people/4fe9f9a6654a6e38a05d42b8def0d5f1,hei-lian-tu,people
57,0,0,https://pic1.zhimg.com/v2-263b350f81b0968d01a7e55aa9eb7d1b_is.jpg,https://pic1.zhimg.com/v2-263b350f81b0968d01a7e55aa9eb7d1b_{size}.jpg,[],0,1,,c9b4c8541663085b6da65bfd7186ec00,False,False,False,False,吉尔伽美什,people,http://www.zhihu.com/api/v4/people/c9b4c8541663085b6da65bfd7186ec00,ji-er-jia-mei-shi-13,people
58,6,0,https://pic1.zhimg.com/6c009709a5b143e80ccceb5a00118f40_is.jpg,https://pic1.zhimg.com/6c009709a5b143e80ccceb5a00118f40_{size}.jpg,[],5,-1,独立生存的大男孩,1ea14ded984368f38af9229c9c9e1ce7,False,False,False,False,祥子,people,http://www.zhihu.com/api/v4/people/1ea14ded984368f38af9229c9c9e1ce7,zhao-jia-xiang-85,people
59,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,,f0cc107cba5a4c172b076e9207a58c9b,False,False,False,False,地下室的521,people,http://www.zhihu.com/api/v4/people/f0cc107cba5a4c172b076e9207a58c9b,di-xia-shi-de-521,people
60,102,0,https://pic2.zhimg.com/v2-dd394f128c3d8df9dd24c15792244e10_is.jpg,https://pic2.zhimg.com/v2-dd394f128c3d8df9dd24c15792244e10_{size}.jpg,[],116,1,苦不苦 看看人家特朗普,ccd1f7371644e20f446401db5df914cb,False,False,False,False,嘎强,people,http://www.zhihu.com/api/v4/people/ccd1f7371644e20f446401db5df914cb,lu-zhi-qiang-91,people
61,1,0,https://pic1.zhimg.com/0909bd815_is.jpg,https://pic1.zhimg.com/0909bd815_{size}.jpg,[],2,1,与其感慨路难行，不如马上吃饭,0edeca266677d529f265130117d76c64,False,False,False,False,lightward,people,http://www.zhihu.com/api/v4/people/0edeca266677d529f265130117d76c64,liu-jia-xing-37,people
62,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,,2a5be57cdd862ee4cb74902091c0e634,False,False,False,False,凡尘,people,http://www.zhihu.com/api/v4/people/2a5be57cdd862ee4cb74902091c0e634,fan-chen-73-82,people
63,0,0,https://pic4.zhimg.com/468afaf601c327afae45e7404c8df520_is.jpg,https://pic4.zhimg.com/468afaf601c327afae45e7404c8df520_{size}.jpg,[],1,-1,啥都不会的程序猿,fb71326e83705cff2b5e967060f9b896,False,False,False,False,停止思考的人,people,http://www.zhihu.com/api/v4/people/fb71326e83705cff2b5e967060f9b896,ting-zhi-si-kao-de-ren,people
64,7,0,https://pic4.zhimg.com/5e4e2e785_is.jpg,https://pic4.zhimg.com/5e4e2e785_{size}.jpg,[],8,1,,33df11e166588accfc78ee961ee49a1f,False,False,False,False,Vurtne,people,http://www.zhihu.com/api/v4/people/33df11e166588accfc78ee961ee49a1f,vurtne,people
65,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,0,,960902d30bfb91c1e447868deec8fe2d,False,False,False,False,jennifer zheng,people,http://www.zhihu.com/api/v4/people/960902d30bfb91c1e447868deec8fe2d,jennifer-zheng-45,people
66,1,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,1,小码农一枚！,b86ef291f22cb7b3d17efd781432fe80,False,False,False,False,汤钰轩,people,http://www.zhihu.com/api/v4/people/b86ef291f22cb7b3d17efd781432fe80,tang-yu-xuan-31,people
67,10,0,https://pic4.zhimg.com/v2-dd7c99ed6680959843f59db8b188dfe2_is.jpg,https://pic4.zhimg.com/v2-dd7c99ed6680959843f59db8b188dfe2_{size}.jpg,[],0,-1,不会使用explosion的废柴mader,a71716b05ea20c12a797c3b6d4d5c169,False,False,False,False,咸鱼x肥宅,people,http://www.zhihu.com/api/v4/people/a71716b05ea20c12a797c3b6d4d5c169,luo-li-de-guai-shu-shu,people
68,1,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,-1,人间有味是清欢,0371f5ec8cec9be613004b14626395c1,False,False,False,False,阿茶,people,http://www.zhihu.com/api/v4/people/0371f5ec8cec9be613004b14626395c1,shi-a-cha,people
69,0,0,https://pic3.zhimg.com/v2-8029cec1ff46d8f6af6a2aee6760ee81_is.jpg,https://pic3.zhimg.com/v2-8029cec1ff46d8f6af6a2aee6760ee81_{size}.jpg,[],0,-1,,a350bf5740d4542094ce63d4eab4451e,False,False,False,False,湖水微凉,people,http://www.zhihu.com/api/v4/people/a350bf5740d4542094ce63d4eab4451e,hu-shui-wei-liang,people
70,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],0,0,学生,4ba047a7b2ccecbf7a3ca3af566b8050,False,False,False,False,逆袭y,people,http://www.zhihu.com/api/v4/people/4ba047a7b2ccecbf7a3ca3af566b8050,ni-xi-y,people
71,0,0,https://pic3.zhimg.com/v2-ed5e1ed8aaf88c3968d7f2ef205e9364_is.jpg,https://pic3.zhimg.com/v2-ed5e1ed8aaf88c3968d7f2ef205e9364_{size}.jpg,[],1,-1,终生学习者、好高骛远的学生,c15860d72102efc20a46b2ca06f06bf0,False,False,False,False,Aeolus,people,http://www.zhihu.com/api/v4/people/c15860d72102efc20a46b2ca06f06bf0,aeolus-2,people
72,0,0,https://pic1.zhimg.com/v2-942f727d871a337b96a6f835b54d90ad_is.jpg,https://pic1.zhimg.com/v2-942f727d871a337b96a6f835b54d90ad_{size}.jpg,[],2,-1,,085cfabfd23000b3ff2424a63bf2db96,False,False,False,False,南下,people,http://www.zhihu.com/api/v4/people/085cfabfd23000b3ff2424a63bf2db96,nan-xia-69-48,people
